Player_name,Img,Back_no,Position,Height/Weight,Record
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,57,외야수(우투좌타),184cm/83kg,"[{'Year': '2011', 'Team': '넥센', 'Avg': '0.248', 'Hit': '26', 'HomeRun': '1'}, {'Year': '2014', 'Team': '넥센', 'Avg': '0.000', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2015', 'Team': '넥센', 'Avg': '0.310', 'Hit': '126', 'HomeRun': '10'}, {'Year': '2016', 'Team': '넥센', 'Avg': '0.334', 'Hit': '176', 'HomeRun': '8'}, {'Year': '2017', 'Team': '넥센', 'Avg': '0.312', 'Hit': '133', 'HomeRun': '8'}, {'Year': '2018', 'Team': '넥센', 'Avg': '0.279', 'Hit': '92', 'HomeRun': '6'}, {'Year': '2019', 'Team': 'SK', 'Avg': '0.323', 'Hit': '159', 'HomeRun': '3'}, {'Year': '2020', 'Team': 'SK', 'Avg': '0.283', 'Hit': '77', 'HomeRun': '3'}, {'Year': '2021', 'Team': 'SSG', 'Avg': '0.267', 'Hit': '48', 'HomeRun': '2'}, {'Year': '2022', 'Team': 'KIA', 'Avg': '0.283', 'Hit': '30', 'HomeRun': '2'}, {'Year': '2023', 'Team': 'KIA', 'Avg': '0.296', 'Hit': '80', 'HomeRun': '3'}, {'Year': '2024', 'Team': 'KIA', 'Avg': '0.250', 'Hit': '8', 'HomeRun': '1'}, {'Year': '2025', 'Team': 'KIA', 'Avg': '0.405', 'Hit': '15', 'HomeRun': '1'}, {'Avg': '0.304', 'Hit': '970', 'HomeRun': '164'}]"
박병호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75125.jpg,52,내야수(우투우타),185cm/107kg,"[{'Year': '2005', 'Team': 'LG', 'Avg': '0.190', 'Hit': '31', 'HomeRun': '3'}, {'Year': '2006', 'Team': 'LG', 'Avg': '0.162', 'Hit': '21', 'HomeRun': '5'}, {'Year': '2009', 'Team': 'LG', 'Avg': '0.218', 'Hit': '41', 'HomeRun': '9'}, {'Year': '2010', 'Team': 'LG', 'Avg': '0.188', 'Hit': '30', 'HomeRun': '7'}, {'Year': '2011', 'Team': '넥센', 'Avg': '0.254', 'Hit': '51', 'HomeRun': '13'}, {'Year': '2012', 'Team': '넥센', 'Avg': '0.290', 'Hit': '136', 'HomeRun': '31'}, {'Year': '2013', 'Team': '넥센', 'Avg': '0.318', 'Hit': '143', 'HomeRun': '37'}, {'Year': '2014', 'Team': '넥센', 'Avg': '0.303', 'Hit': '139', 'HomeRun': '52'}, {'Year': '2015', 'Team': '넥센', 'Avg': '0.343', 'Hit': '181', 'HomeRun': '53'}, {'Year': '2018', 'Team': '넥센', 'Avg': '0.345', 'Hit': '138', 'HomeRun': '43'}, {'Year': '2019', 'Team': '키움', 'Avg': '0.280', 'Hit': '121', 'HomeRun': '33'}, {'Year': '2020', 'Team': '키움', 'Avg': '0.223', 'Hit': '69', 'HomeRun': '21'}, {'Year': '2021', 'Team': '키움', 'Avg': '0.227', 'Hit': '93', 'HomeRun': '20'}, {'Year': '2022', 'Team': 'KT', 'Avg': '0.275', 'Hit': '118', 'HomeRun': '35'}, {'Year': '2023', 'Team': 'KT', 'Avg': '0.283', 'Hit': '122', 'HomeRun': '18'}, {'Year': '2024', 'Team': '삼성', 'Avg': '0.231', 'Hit': '81', 'HomeRun': '23'}, {'Year': '2025', 'Team': '삼성', 'Avg': '0.214', 'Hit': '34', 'HomeRun': '15'}, {'Avg': '0.273', 'Hit': '1549', 'HomeRun': '252'}]"
디아즈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54400.jpg,0,내야수(좌투좌타),188cm/105kg,"[{'Year': '2024', 'Team': '삼성', 'Avg': '0.282', 'Hit': '31', 'HomeRun': '7'}, {'Year': '2025', 'Team': '삼성', 'Avg': '0.292', 'Hit': '93', 'HomeRun': '27'}, {'Avg': '0.290', 'Hit': '124', 'HomeRun': '20'}]"
김성윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67449.jpg,39,외야수(좌투좌타),163cm/62kg,"[{'Year': '2017', 'Team': '삼성', 'Avg': '0.083', 'Hit': '1', 'HomeRun': '1'}, {'Year': '2018', 'Team': '삼성', 'Avg': '0.000', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2020', 'Team': '삼성', 'Avg': '0.286', 'Hit': '2', 'HomeRun': '0'}, {'Year': '2021', 'Team': '삼성', 'Avg': '0.167', 'Hit': '3', 'HomeRun': '0'}, {'Year': '2022', 'Team': '삼성', 'Avg': '0.190', 'Hit': '8', 'HomeRun': '1'}, {'Year': '2023', 'Team': '삼성', 'Avg': '0.314', 'Hit': '77', 'HomeRun': '2'}, {'Year': '2024', 'Team': '삼성', 'Avg': '0.243', 'Hit': '18', 'HomeRun': '0'}, {'Year': '2025', 'Team': '삼성', 'Avg': '0.345', 'Hit': '76', 'HomeRun': '2'}, {'Avg': '0.298', 'Hit': '185', 'HomeRun': '29'}]"
김지찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50458.jpg,58,외야수(우투좌타),163cm/64kg,"[{'Year': '2020', 'Team': '삼성', 'Avg': '0.232', 'Hit': '59', 'HomeRun': '1'}, {'Year': '2021', 'Team': '삼성', 'Avg': '0.274', 'Hit': '81', 'HomeRun': '1'}, {'Year': '2022', 'Team': '삼성', 'Avg': '0.280', 'Hit': '101', 'HomeRun': '0'}, {'Year': '2023', 'Team': '삼성', 'Avg': '0.292', 'Hit': '85', 'HomeRun': '1'}, {'Year': '2024', 'Team': '삼성', 'Avg': '0.316', 'Hit': '143', 'HomeRun': '3'}, {'Year': '2025', 'Team': '삼성', 'Avg': '0.271', 'Hit': '54', 'HomeRun': '0'}, {'Avg': '0.282', 'Hit': '523', 'HomeRun': '43'}]"
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,16,내야수(우투좌타),181cm/75kg,"[{'Year': '2012', 'Team': '두산', 'Avg': '1.000', 'Hit': '1', 'HomeRun': '0'}, {'Year': '2015', 'Team': '두산', 'Avg': '0.200', 'Hit': '1', 'HomeRun': '0'}, {'Year': '2016', 'Team': '두산', 'Avg': '0.288', 'Hit': '34', 'HomeRun': '3'}, {'Year': '2017', 'Team': '두산', 'Avg': '0.259', 'Hit': '77', 'HomeRun': '3'}, {'Year': '2018', 'Team': '두산', 'Avg': '0.268', 'Hit': '61', 'HomeRun': '1'}, {'Year': '2019', 'Team': '두산', 'Avg': '0.250', 'Hit': '69', 'HomeRun': '0'}, {'Year': '2020', 'Team': 'KIA', 'Avg': '0.381', 'Hit': '16', 'HomeRun': '1'}, {'Year': '2021', 'Team': 'KIA', 'Avg': '0.278', 'Hit': '76', 'HomeRun': '2'}, {'Year': '2022', 'Team': 'KIA', 'Avg': '0.274', 'Hit': '111', 'HomeRun': '2'}, {'Year': '2023', 'Team': '삼성', 'Avg': '0.268', 'Hit': '122', 'HomeRun': '2'}, {'Year': '2024', 'Team': '삼성', 'Avg': '0.258', 'Hit': '78', 'HomeRun': '3'}, {'Year': '2025', 'Team': '삼성', 'Avg': '0.286', 'Hit': '68', 'HomeRun': '1'}, {'Avg': '0.270', 'Hit': '714', 'HomeRun': '90'}]"
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,5,외야수(우투좌타),189cm/75kg,"[{'Year': '2015', 'Team': '삼성', 'Avg': '0.349', 'Hit': '143', 'HomeRun': '11'}, {'Year': '2016', 'Team': '삼성', 'Avg': '0.343', 'Hit': '147', 'HomeRun': '14'}, {'Year': '2017', 'Team': '삼성', 'Avg': '0.310', 'Hit': '175', 'HomeRun': '21'}, {'Year': '2018', 'Team': '삼성', 'Avg': '0.333', 'Hit': '159', 'HomeRun': '20'}, {'Year': '2019', 'Team': '삼성', 'Avg': '0.267', 'Hit': '127', 'HomeRun': '15'}, {'Year': '2020', 'Team': '삼성', 'Avg': '0.307', 'Hit': '137', 'HomeRun': '15'}, {'Year': '2021', 'Team': '삼성', 'Avg': '0.306', 'Hit': '166', 'HomeRun': '22'}, {'Year': '2022', 'Team': '삼성', 'Avg': '0.293', 'Hit': '120', 'HomeRun': '5'}, {'Year': '2023', 'Team': '삼성', 'Avg': '0.336', 'Hit': '152', 'HomeRun': '11'}, {'Year': '2024', 'Team': '삼성', 'Avg': '0.343', 'Hit': '169', 'HomeRun': '33'}, {'Year': '2025', 'Team': '삼성', 'Avg': '0.277', 'Hit': '83', 'HomeRun': '12'}, {'Avg': '0.316', 'Hit': '1578', 'HomeRun': '320'}]"
이재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52415.jpg,7,내야수(우투우타),180cm/82kg,"[{'Year': '2022', 'Team': '삼성', 'Avg': '0.235', 'Hit': '54', 'HomeRun': '7'}, {'Year': '2023', 'Team': '삼성', 'Avg': '0.249', 'Hit': '114', 'HomeRun': '12'}, {'Year': '2024', 'Team': '삼성', 'Avg': '0.260', 'Hit': '101', 'HomeRun': '14'}, {'Year': '2025', 'Team': '삼성', 'Avg': '0.239', 'Hit': '60', 'HomeRun': '8'}, {'Avg': '0.248', 'Hit': '329', 'HomeRun': '53'}]"
강민호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74540.jpg,47,포수(우투우타),185cm/100kg,"[{'Year': '2004', 'Team': '롯데', 'Avg': '0.000', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2005', 'Team': '롯데', 'Avg': '0.243', 'Hit': '52', 'HomeRun': '2'}, {'Year': '2006', 'Team': '롯데', 'Avg': '0.251', 'Hit': '103', 'HomeRun': '9'}, {'Year': '2007', 'Team': '롯데', 'Avg': '0.271', 'Hit': '112', 'HomeRun': '14'}, {'Year': '2008', 'Team': '롯데', 'Avg': '0.292', 'Hit': '127', 'HomeRun': '19'}, {'Year': '2009', 'Team': '롯데', 'Avg': '0.260', 'Hit': '68', 'HomeRun': '9'}, {'Year': '2010', 'Team': '롯데', 'Avg': '0.305', 'Hit': '125', 'HomeRun': '23'}, {'Year': '2011', 'Team': '롯데', 'Avg': '0.289', 'Hit': '130', 'HomeRun': '19'}, {'Year': '2012', 'Team': '롯데', 'Avg': '0.273', 'Hit': '109', 'HomeRun': '19'}, {'Year': '2013', 'Team': '롯데', 'Avg': '0.235', 'Hit': '77', 'HomeRun': '11'}, {'Year': '2014', 'Team': '롯데', 'Avg': '0.229', 'Hit': '71', 'HomeRun': '16'}, {'Year': '2015', 'Team': '롯데', 'Avg': '0.311', 'Hit': '118', 'HomeRun': '35'}, {'Year': '2016', 'Team': '롯데', 'Avg': '0.323', 'Hit': '123', 'HomeRun': '20'}, {'Year': '2017', 'Team': '롯데', 'Avg': '0.285', 'Hit': '130', 'HomeRun': '22'}, {'Year': '2018', 'Team': '삼성', 'Avg': '0.269', 'Hit': '115', 'HomeRun': '22'}, {'Year': '2019', 'Team': '삼성', 'Avg': '0.234', 'Hit': '81', 'HomeRun': '13'}, {'Year': '2020', 'Team': '삼성', 'Avg': '0.287', 'Hit': '102', 'HomeRun': '19'}, {'Year': '2021', 'Team': '삼성', 'Avg': '0.291', 'Hit': '118', 'HomeRun': '18'}, {'Year': '2022', 'Team': '삼성', 'Avg': '0.258', 'Hit': '102', 'HomeRun': '13'}, {'Year': '2023', 'Team': '삼성', 'Avg': '0.290', 'Hit': '126', 'HomeRun': '16'}, {'Year': '2024', 'Team': '삼성', 'Avg': '0.303', 'Hit': '122', 'HomeRun': '19'}, {'Year': '2025', 'Team': '삼성', 'Avg': '0.269', 'Hit': '63', 'HomeRun': '6'}, {'Avg': '0.277', 'Hit': '2174', 'HomeRun': '388'}]"
김영웅,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52430.jpg,30,내야수(우투좌타),183cm/81kg,"[{'Year': '2022', 'Team': '삼성', 'Avg': '0.133', 'Hit': '2', 'HomeRun': '1'}, {'Year': '2023', 'Team': '삼성', 'Avg': '0.187', 'Hit': '17', 'HomeRun': '2'}, {'Year': '2024', 'Team': '삼성', 'Avg': '0.252', 'Hit': '115', 'HomeRun': '28'}, {'Year': '2025', 'Team': '삼성', 'Avg': '0.237', 'Hit': '55', 'HomeRun': '8'}, {'Avg': '0.238', 'Hit': '189', 'HomeRun': '32'}]"
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,27,포수(우투우타),182cm/88kg,"[{'Year': '2011', 'Team': 'LG', 'Avg': '0.000', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2012', 'Team': 'LG', 'Avg': '0.125', 'Hit': '3', 'HomeRun': '0'}, {'Year': '2015', 'Team': 'LG', 'Avg': '0.272', 'Hit': '76', 'HomeRun': '8'}, {'Year': '2016', 'Team': 'LG', 'Avg': '0.266', 'Hit': '70', 'HomeRun': '8'}, {'Year': '2017', 'Team': 'LG', 'Avg': '0.278', 'Hit': '90', 'HomeRun': '17'}, {'Year': '2018', 'Team': 'LG', 'Avg': '0.296', 'Hit': '126', 'HomeRun': '19'}, {'Year': '2019', 'Team': 'LG', 'Avg': '0.270', 'Hit': '113', 'HomeRun': '16'}, {'Year': '2020', 'Team': 'LG', 'Avg': '0.261', 'Hit': '112', 'HomeRun': '16'}, {'Year': '2021', 'Team': 'LG', 'Avg': '0.252', 'Hit': '100', 'HomeRun': '11'}, {'Year': '2022', 'Team': 'LG', 'Avg': '0.255', 'Hit': '106', 'HomeRun': '8'}, {'Year': '2023', 'Team': '롯데', 'Avg': '0.261', 'Hit': '92', 'HomeRun': '10'}, {'Year': '2024', 'Team': '롯데', 'Avg': '0.191', 'Hit': '26', 'HomeRun': '5'}, {'Year': '2025', 'Team': '롯데', 'Avg': '0.291', 'Hit': '44', 'HomeRun': '4'}, {'Avg': '0.265', 'Hit': '958', 'HomeRun': '163'}]"
정보근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68518.jpg,42,포수(우투우타),175cm/89kg,"[{'Year': '2019', 'Team': '롯데', 'Avg': '0.125', 'Hit': '4', 'HomeRun': '0'}, {'Year': '2020', 'Team': '롯데', 'Avg': '0.150', 'Hit': '20', 'HomeRun': '0'}, {'Year': '2021', 'Team': '롯데', 'Avg': '0.278', 'Hit': '5', 'HomeRun': '0'}, {'Year': '2022', 'Team': '롯데', 'Avg': '0.191', 'Hit': '38', 'HomeRun': '1'}, {'Year': '2023', 'Team': '롯데', 'Avg': '0.333', 'Hit': '27', 'HomeRun': '1'}, {'Year': '2024', 'Team': '롯데', 'Avg': '0.226', 'Hit': '30', 'HomeRun': '2'}, {'Year': '2025', 'Team': '롯데', 'Avg': '0.212', 'Hit': '24', 'HomeRun': '1'}, {'Avg': '0.209', 'Hit': '148', 'HomeRun': '14'}]"
전민재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68205.jpg,13,내야수(우투우타),181cm/73kg,"[{'Year': '2018', 'Team': '두산', 'Avg': '0.375', 'Hit': '3', 'HomeRun': '0'}, {'Year': '2019', 'Team': '두산', 'Avg': '-', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2021', 'Team': '두산', 'Avg': '0.250', 'Hit': '1', 'HomeRun': '0'}, {'Year': '2022', 'Team': '두산', 'Avg': '0.289', 'Hit': '13', 'HomeRun': '0'}, {'Year': '2023', 'Team': '두산', 'Avg': '0.235', 'Hit': '4', 'HomeRun': '0'}, {'Year': '2024', 'Team': '두산', 'Avg': '0.246', 'Hit': '61', 'HomeRun': '2'}, {'Year': '2025', 'Team': '롯데', 'Avg': '0.316', 'Hit': '74', 'HomeRun': '3'}, {'Avg': '0.281', 'Hit': '156', 'HomeRun': '21'}]"
김민성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77564.jpg,16,내야수(우투우타),181cm/94kg,"[{'Year': '2007', 'Team': '롯데', 'Avg': '0.000', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2008', 'Team': '롯데', 'Avg': '0.200', 'Hit': '5', 'HomeRun': '0'}, {'Year': '2009', 'Team': '롯데', 'Avg': '0.248', 'Hit': '81', 'HomeRun': '4'}, {'Year': '2010', 'Team': '넥센', 'Avg': '0.200', 'Hit': '36', 'HomeRun': '2'}, {'Year': '2011', 'Team': '넥센', 'Avg': '0.236', 'Hit': '74', 'HomeRun': '4'}, {'Year': '2012', 'Team': '넥센', 'Avg': '0.283', 'Hit': '62', 'HomeRun': '4'}, {'Year': '2013', 'Team': '넥센', 'Avg': '0.282', 'Hit': '129', 'HomeRun': '15'}, {'Year': '2014', 'Team': '넥센', 'Avg': '0.292', 'Hit': '128', 'HomeRun': '12'}, {'Year': '2015', 'Team': '넥센', 'Avg': '0.303', 'Hit': '135', 'HomeRun': '16'}, {'Year': '2016', 'Team': '넥센', 'Avg': '0.306', 'Hit': '156', 'HomeRun': '17'}, {'Year': '2017', 'Team': '넥센', 'Avg': '0.282', 'Hit': '133', 'HomeRun': '15'}, {'Year': '2018', 'Team': '넥센', 'Avg': '0.283', 'Hit': '117', 'HomeRun': '10'}, {'Year': '2019', 'Team': 'LG', 'Avg': '0.260', 'Hit': '94', 'HomeRun': '8'}, {'Year': '2020', 'Team': 'LG', 'Avg': '0.266', 'Hit': '79', 'HomeRun': '5'}, {'Year': '2021', 'Team': 'LG', 'Avg': '0.222', 'Hit': '80', 'HomeRun': '8'}, {'Year': '2022', 'Team': 'LG', 'Avg': '0.207', 'Hit': '29', 'HomeRun': '3'}, {'Year': '2023', 'Team': 'LG', 'Avg': '0.249', 'Hit': '68', 'HomeRun': '8'}, {'Year': '2024', 'Team': '롯데', 'Avg': '0.200', 'Hit': '14', 'HomeRun': '2'}, {'Year': '2025', 'Team': '롯데', 'Avg': '0.253', 'Hit': '37', 'HomeRun': '2'}, {'Avg': '0.267', 'Hit': '1457', 'HomeRun': '292'}]"
이호준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54598.jpg,30,내야수(우투좌타),172cm/72kg,"[{'Year': '2024', 'Team': '롯데', 'Avg': '0.333', 'Hit': '2', 'HomeRun': '0'}, {'Year': '2025', 'Team': '롯데', 'Avg': '0.235', 'Hit': '16', 'HomeRun': '0'}, {'Avg': '0.243', 'Hit': '18', 'HomeRun': '4'}]"
나승엽,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51551.jpg,51,내야수(우투좌타),190cm/82kg,"[{'Year': '2021', 'Team': '롯데', 'Avg': '0.204', 'Hit': '23', 'HomeRun': '2'}, {'Year': '2024', 'Team': '롯데', 'Avg': '0.312', 'Hit': '127', 'HomeRun': '7'}, {'Year': '2025', 'Team': '롯데', 'Avg': '0.240', 'Hit': '53', 'HomeRun': '8'}, {'Avg': '0.274', 'Hit': '203', 'HomeRun': '46'}]"
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,53,내야수(우투좌타),184cm/83kg,"[{'Year': '2012', 'Team': 'SK', 'Avg': '0.000', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2013', 'Team': 'SK', 'Avg': '0.200', 'Hit': '5', 'HomeRun': '0'}, {'Year': '2016', 'Team': 'SK', 'Avg': '0.276', 'Hit': '24', 'HomeRun': '3'}, {'Year': '2017', 'Team': 'SK', 'Avg': '0.203', 'Hit': '32', 'HomeRun': '3'}, {'Year': '2018', 'Team': 'SK', 'Avg': '0.308', 'Hit': '20', 'HomeRun': '0'}, {'Year': '2019', 'Team': 'KT', 'Avg': '0.233', 'Hit': '52', 'HomeRun': '3'}, {'Year': '2020', 'Team': 'KT', 'Avg': '0.264', 'Hit': '29', 'HomeRun': '1'}, {'Year': '2021', 'Team': 'KT', 'Avg': '0.333', 'Hit': '2', 'HomeRun': '0'}, {'Year': '2022', 'Team': '롯데', 'Avg': '0.227', 'Hit': '45', 'HomeRun': '1'}, {'Year': '2023', 'Team': '롯데', 'Avg': '0.286', 'Hit': '83', 'HomeRun': '0'}, {'Year': '2024', 'Team': '롯데', 'Avg': '0.262', 'Hit': '106', 'HomeRun': '7'}, {'Year': '2025', 'Team': '롯데', 'Avg': '0.088', 'Hit': '3', 'HomeRun': '0'}, {'Avg': '0.250', 'Hit': '401', 'HomeRun': '62'}]"
한태양,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52568.jpg,6,내야수(우투우타),181cm/76kg,"[{'Year': '2022', 'Team': '롯데', 'Avg': '0.148', 'Hit': '9', 'HomeRun': '0'}, {'Year': '2025', 'Team': '롯데', 'Avg': '0.315', 'Hit': '17', 'HomeRun': '0'}, {'Avg': '0.226', 'Hit': '26', 'HomeRun': '7'}]"
레이예스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54529.jpg,29,외야수(우투양타),196cm/87kg,"[{'Year': '2024', 'Team': '롯데', 'Avg': '0.352', 'Hit': '202', 'HomeRun': '15'}, {'Year': '2025', 'Team': '롯데', 'Avg': '0.343', 'Hit': '115', 'HomeRun': '9'}, {'Avg': '0.349', 'Hit': '317', 'HomeRun': '67'}]"
