Player_name,Img,Team,Back_no,Position,Height/Weight,Record
박치국,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67266.jpg,두산,1,투수(우언우타),177cm/78kg,"[{'Year': '2017', 'Team': '두산', 'ERA': '6.75', 'Win': '1', 'Lose': '1'}, {'Year': '2018', 'Team': '두산', 'ERA': '3.63', 'Win': '1', 'Lose': '5'}, {'Year': '2019', 'Team': '두산', 'ERA': '4.50', 'Win': '2', 'Lose': '2'}, {'Year': '2020', 'Team': '두산', 'ERA': '2.89', 'Win': '4', 'Lose': '4'}, {'Year': '2021', 'Team': '두산', 'ERA': '4.09', 'Win': '2', 'Lose': '1'}, {'Year': '2022', 'Team': '두산', 'ERA': '5.40', 'Win': '1', 'Lose': '2'}, {'Year': '2023', 'Team': '두산', 'ERA': '3.59', 'Win': '5', 'Lose': '3'}, {'Year': '2024', 'Team': '두산', 'ERA': '6.38', 'Win': '2', 'Lose': '3'}, {'Year': '2025', 'Team': '두산', 'ERA': '3.11', 'Win': '1', 'Lose': '1'}, {'ERA': '4.22', 'Win': '19', 'Lose': '22'}]"
배재환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64995.jpg,NC,61,투수(우투우타),186cm/95kg,"[{'Year': '2015', 'Team': 'NC', 'ERA': '18.00', 'Win': '0', 'Lose': '0'}, {'Year': '2016', 'Team': 'NC', 'ERA': '4.09', 'Win': '1', 'Lose': '1'}, {'Year': '2017', 'Team': 'NC', 'ERA': '9.00', 'Win': '0', 'Lose': '1'}, {'Year': '2018', 'Team': 'NC', 'ERA': '4.50', 'Win': '3', 'Lose': '3'}, {'Year': '2019', 'Team': 'NC', 'ERA': '3.81', 'Win': '3', 'Lose': '5'}, {'Year': '2020', 'Team': 'NC', 'ERA': '3.98', 'Win': '1', 'Lose': '3'}, {'Year': '2024', 'Team': 'NC', 'ERA': '7.32', 'Win': '0', 'Lose': '1'}, {'Year': '2025', 'Team': 'NC', 'ERA': '3.86', 'Win': '1', 'Lose': '2'}, {'ERA': '4.58', 'Win': '9', 'Lose': '16'}]"
배제성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65516.jpg,KT,19,투수(우투좌타),190cm/90kg,"[{'Year': '2017', 'Team': 'KT', 'ERA': '8.72', 'Win': '0', 'Lose': '0'}, {'Year': '2018', 'Team': 'KT', 'ERA': '0.00', 'Win': '0', 'Lose': '0'}, {'Year': '2019', 'Team': 'KT', 'ERA': '3.76', 'Win': '10', 'Lose': '10'}, {'Year': '2020', 'Team': 'KT', 'ERA': '3.95', 'Win': '10', 'Lose': '7'}, {'Year': '2021', 'Team': 'KT', 'ERA': '3.68', 'Win': '9', 'Lose': '10'}, {'Year': '2022', 'Team': 'KT', 'ERA': '4.21', 'Win': '3', 'Lose': '9'}, {'Year': '2023', 'Team': 'KT', 'ERA': '4.49', 'Win': '8', 'Lose': '10'}, {'Year': '2025', 'Team': 'KT', 'ERA': '2.89', 'Win': '1', 'Lose': '1'}, {'ERA': '4.18', 'Win': '41', 'Lose': '47'}]"
배찬승,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55455.jpg,삼성,55,투수(좌투좌타),180cm/85kg,"[{'Year': '2025', 'Team': '삼성', 'ERA': '4.13', 'Win': '0', 'Lose': '1'}, {'ERA': '4.13', 'Win': '0', 'Lose': '1'}]"
백승현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65109.jpg,LG,61,투수(우투우타),183cm/90kg,"[{'Year': '2021', 'Team': 'LG', 'ERA': '2.16', 'Win': '0', 'Lose': '0'}, {'Year': '2022', 'Team': 'LG', 'ERA': '10.80', 'Win': '0', 'Lose': '1'}, {'Year': '2023', 'Team': 'LG', 'ERA': '1.58', 'Win': '2', 'Lose': '0'}, {'Year': '2024', 'Team': 'LG', 'ERA': '9.11', 'Win': '2', 'Lose': '1'}, {'Year': '2025', 'Team': 'LG', 'ERA': '3.00', 'Win': '1', 'Lose': '0'}, {'ERA': '4.49', 'Win': '5', 'Lose': '2'}]"
성영탁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54610.jpg,KIA,65,투수(우투우타),180cm/89kg,"[{'Year': '2025', 'Team': 'KIA', 'ERA': '0.81', 'Win': '1', 'Lose': '0'}, {'ERA': '0.81', 'Win': '1', 'Lose': '0'}]"
소이현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67962.jpg,NC,50,투수(우투우타),185cm/93kg,"[{'Year': '2019', 'Team': 'NC', 'ERA': '0.00', 'Win': '0', 'Lose': '0'}, {'Year': '2020', 'Team': 'NC', 'ERA': '6.57', 'Win': '0', 'Lose': '0'}, {'Year': '2021', 'Team': 'NC', 'ERA': '6.75', 'Win': '0', 'Lose': '0'}, {'Year': '2024', 'Team': 'NC', 'ERA': '13.50', 'Win': '0', 'Lose': '0'}, {'Year': '2025', 'Team': 'NC', 'ERA': '0.00', 'Win': '0', 'Lose': '0'}, {'ERA': '6.83', 'Win': '0', 'Lose': '0'}]"
소형준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50030.jpg,KT,30,투수(우투우타),189cm/92kg,"[{'Year': '2020', 'Team': 'KT', 'ERA': '3.86', 'Win': '13', 'Lose': '6'}, {'Year': '2021', 'Team': 'KT', 'ERA': '4.16', 'Win': '7', 'Lose': '7'}, {'Year': '2022', 'Team': 'KT', 'ERA': '3.05', 'Win': '13', 'Lose': '6'}, {'Year': '2023', 'Team': 'KT', 'ERA': '11.45', 'Win': '0', 'Lose': '0'}, {'Year': '2024', 'Team': 'KT', 'ERA': '3.24', 'Win': '2', 'Lose': '0'}, {'Year': '2025', 'Team': 'KT', 'ERA': '2.99', 'Win': '6', 'Lose': '2'}, {'ERA': '3.66', 'Win': '41', 'Lose': '21'}]"
손동현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69041.jpg,KT,41,투수(우투우타),183cm/88kg,"[{'Year': '2019', 'Team': 'KT', 'ERA': '4.75', 'Win': '2', 'Lose': '3'}, {'Year': '2020', 'Team': 'KT', 'ERA': '5.31', 'Win': '0', 'Lose': '0'}, {'Year': '2023', 'Team': 'KT', 'ERA': '3.42', 'Win': '8', 'Lose': '5'}, {'Year': '2024', 'Team': 'KT', 'ERA': '5.32', 'Win': '1', 'Lose': '2'}, {'Year': '2025', 'Team': 'KT', 'ERA': '0.89', 'Win': '3', 'Lose': '0'}, {'ERA': '3.95', 'Win': '14', 'Lose': '10'}]"
손주영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67143.jpg,LG,29,투수(좌투좌타),191cm/95kg,"[{'Year': '2017', 'Team': 'LG', 'ERA': '4.50', 'Win': '0', 'Lose': '0'}, {'Year': '2018', 'Team': 'LG', 'ERA': '8.49', 'Win': '0', 'Lose': '2'}, {'Year': '2021', 'Team': 'LG', 'ERA': '8.44', 'Win': '1', 'Lose': '3'}, {'Year': '2022', 'Team': 'LG', 'ERA': '4.97', 'Win': '0', 'Lose': '1'}, {'Year': '2023', 'Team': 'LG', 'ERA': '5.19', 'Win': '1', 'Lose': '0'}, {'Year': '2024', 'Team': 'LG', 'ERA': '3.79', 'Win': '9', 'Lose': '10'}, {'Year': '2025', 'Team': 'LG', 'ERA': '3.98', 'Win': '6', 'Lose': '6'}, {'ERA': '4.57', 'Win': '17', 'Lose': '22'}]"
송승기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51111.jpg,LG,13,투수(좌투좌타),181cm/90kg,"[{'Year': '2022', 'Team': 'LG', 'ERA': '5.40', 'Win': '0', 'Lose': '1'}, {'Year': '2023', 'Team': 'LG', 'ERA': '0.00', 'Win': '0', 'Lose': '0'}, {'Year': '2025', 'Team': 'LG', 'ERA': '3.25', 'Win': '8', 'Lose': '5'}, {'ERA': '3.40', 'Win': '8', 'Lose': '6'}]"
신민혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68902.jpg,NC,18,투수(우투우타),184cm/95kg,"[{'Year': '2020', 'Team': 'NC', 'ERA': '5.79', 'Win': '2', 'Lose': '3'}, {'Year': '2021', 'Team': 'NC', 'ERA': '4.41', 'Win': '9', 'Lose': '6'}, {'Year': '2022', 'Team': 'NC', 'ERA': '4.56', 'Win': '4', 'Lose': '9'}, {'Year': '2023', 'Team': 'NC', 'ERA': '3.98', 'Win': '5', 'Lose': '5'}, {'Year': '2024', 'Team': 'NC', 'ERA': '4.31', 'Win': '8', 'Lose': '9'}, {'Year': '2025', 'Team': 'NC', 'ERA': '4.65', 'Win': '4', 'Lose': '3'}, {'ERA': '4.46', 'Win': '32', 'Lose': '35'}]"
신민혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68902.jpg,NC,18,투수(우투우타),184cm/95kg,"[{'Year': '2020', 'Team': 'NC', 'ERA': '5.79', 'Win': '2', 'Lose': '3'}, {'Year': '2021', 'Team': 'NC', 'ERA': '4.41', 'Win': '9', 'Lose': '6'}, {'Year': '2022', 'Team': 'NC', 'ERA': '4.56', 'Win': '4', 'Lose': '9'}, {'Year': '2023', 'Team': 'NC', 'ERA': '3.98', 'Win': '5', 'Lose': '5'}, {'Year': '2024', 'Team': 'NC', 'ERA': '4.31', 'Win': '8', 'Lose': '9'}, {'Year': '2025', 'Team': 'NC', 'ERA': '4.65', 'Win': '4', 'Lose': '3'}, {'ERA': '4.46', 'Win': '32', 'Lose': '35'}]"
알칸타라,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69045.jpg,키움,54,투수(우투우타),193cm/100kg,"[{'Year': '2019', 'Team': 'KT', 'ERA': '4.01', 'Win': '11', 'Lose': '11'}, {'Year': '2020', 'Team': '두산', 'ERA': '2.54', 'Win': '20', 'Lose': '2'}, {'Year': '2023', 'Team': '두산', 'ERA': '2.67', 'Win': '13', 'Lose': '9'}, {'Year': '2024', 'Team': '두산', 'ERA': '4.76', 'Win': '2', 'Lose': '2'}, {'Year': '2025', 'Team': '키움', 'ERA': '2.63', 'Win': '3', 'Lose': '2'}, {'ERA': '3.18', 'Win': '49', 'Lose': '26'}]"
앤더슨,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54833.jpg,SSG,33,투수(우투우타),194cm/83kg,"[{'Year': '2024', 'Team': 'SSG', 'ERA': '3.89', 'Win': '11', 'Lose': '3'}, {'Year': '2025', 'Team': 'SSG', 'ERA': '1.99', 'Win': '6', 'Lose': '4'}, {'ERA': '3.01', 'Win': '17', 'Lose': '7'}]"
양창섭,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68415.jpg,삼성,42,투수(우투우타),182cm/85kg,"[{'Year': '2018', 'Team': '삼성', 'ERA': '5.05', 'Win': '7', 'Lose': '6'}, {'Year': '2020', 'Team': '삼성', 'ERA': '2.70', 'Win': '0', 'Lose': '0'}, {'Year': '2021', 'Team': '삼성', 'ERA': '6.60', 'Win': '1', 'Lose': '1'}, {'Year': '2022', 'Team': '삼성', 'ERA': '8.41', 'Win': '2', 'Lose': '3'}, {'Year': '2023', 'Team': '삼성', 'ERA': '9.10', 'Win': '0', 'Lose': '3'}, {'Year': '2025', 'Team': '삼성', 'ERA': '5.40', 'Win': '1', 'Lose': '1'}, {'ERA': '6.15', 'Win': '11', 'Lose': '14'}]"
양현종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77637.jpg,KIA,54,투수(좌투좌타),183cm/91kg,"[{'Year': '2007', 'Team': 'KIA', 'ERA': '4.17', 'Win': '1', 'Lose': '2'}, {'Year': '2008', 'Team': 'KIA', 'ERA': '5.83', 'Win': '0', 'Lose': '5'}, {'Year': '2009', 'Team': 'KIA', 'ERA': '3.15', 'Win': '12', 'Lose': '5'}, {'Year': '2010', 'Team': 'KIA', 'ERA': '4.25', 'Win': '16', 'Lose': '8'}, {'Year': '2011', 'Team': 'KIA', 'ERA': '6.18', 'Win': '7', 'Lose': '9'}, {'Year': '2012', 'Team': 'KIA', 'ERA': '5.05', 'Win': '1', 'Lose': '2'}, {'Year': '2013', 'Team': 'KIA', 'ERA': '3.10', 'Win': '9', 'Lose': '3'}, {'Year': '2014', 'Team': 'KIA', 'ERA': '4.25', 'Win': '16', 'Lose': '8'}, {'Year': '2015', 'Team': 'KIA', 'ERA': '2.44', 'Win': '15', 'Lose': '6'}, {'Year': '2016', 'Team': 'KIA', 'ERA': '3.68', 'Win': '10', 'Lose': '12'}, {'Year': '2017', 'Team': 'KIA', 'ERA': '3.44', 'Win': '20', 'Lose': '6'}, {'Year': '2018', 'Team': 'KIA', 'ERA': '4.15', 'Win': '13', 'Lose': '11'}, {'Year': '2019', 'Team': 'KIA', 'ERA': '2.29', 'Win': '16', 'Lose': '8'}, {'Year': '2020', 'Team': 'KIA', 'ERA': '4.70', 'Win': '11', 'Lose': '10'}, {'Year': '2022', 'Team': 'KIA', 'ERA': '3.85', 'Win': '12', 'Lose': '7'}, {'Year': '2023', 'Team': 'KIA', 'ERA': '3.58', 'Win': '9', 'Lose': '11'}, {'Year': '2024', 'Team': 'KIA', 'ERA': '4.10', 'Win': '11', 'Lose': '5'}, {'Year': '2025', 'Team': 'KIA', 'ERA': '4.92', 'Win': '5', 'Lose': '4'}, {'ERA': '3.87', 'Win': '184', 'Lose': '122'}]"
엄상백,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65056.jpg,한화,11,투수(우언우타),187cm/72kg,"[{'Year': '2015', 'Team': 'KT', 'ERA': '6.66', 'Win': '5', 'Lose': '6'}, {'Year': '2016', 'Team': 'KT', 'ERA': '6.75', 'Win': '1', 'Lose': '5'}, {'Year': '2017', 'Team': 'KT', 'ERA': '4.15', 'Win': '1', 'Lose': '3'}, {'Year': '2018', 'Team': 'KT', 'ERA': '5.44', 'Win': '1', 'Lose': '8'}, {'Year': '2019', 'Team': 'KT', 'ERA': '8.04', 'Win': '2', 'Lose': '3'}, {'Year': '2021', 'Team': 'KT', 'ERA': '4.10', 'Win': '4', 'Lose': '1'}, {'Year': '2022', 'Team': 'KT', 'ERA': '2.95', 'Win': '11', 'Lose': '2'}, {'Year': '2023', 'Team': 'KT', 'ERA': '3.63', 'Win': '7', 'Lose': '6'}, {'Year': '2024', 'Team': 'KT', 'ERA': '4.88', 'Win': '13', 'Lose': '10'}, {'Year': '2025', 'Team': '한화', 'ERA': '6.23', 'Win': '1', 'Lose': '6'}, {'ERA': '4.92', 'Win': '46', 'Lose': '50'}]"
에르난데스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54119.jpg,LG,30,투수(우투우타),185cm/97kg,"[{'Year': '2024', 'Team': 'LG', 'ERA': '4.02', 'Win': '3', 'Lose': '2'}, {'Year': '2025', 'Team': 'LG', 'ERA': '4.40', 'Win': '3', 'Lose': '3'}, {'ERA': '4.21', 'Win': '6', 'Lose': '5'}]"
오석주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67116.jpg,키움,31,투수(우투우타),180cm/74kg,"[{'Year': '2019', 'Team': 'LG', 'ERA': '5.40', 'Win': '0', 'Lose': '0'}, {'Year': '2021', 'Team': 'LG', 'ERA': '6.48', 'Win': '0', 'Lose': '0'}, {'Year': '2022', 'Team': 'LG', 'ERA': '2.45', 'Win': '0', 'Lose': '0'}, {'Year': '2023', 'Team': 'LG', 'ERA': '6.30', 'Win': '0', 'Lose': '0'}, {'Year': '2024', 'Team': '키움', 'ERA': '11.12', 'Win': '1', 'Lose': '1'}, {'Year': '2025', 'Team': '키움', 'ERA': '5.86', 'Win': '0', 'Lose': '1'}, {'ERA': '6.92', 'Win': '1', 'Lose': '2'}]"
오승환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75421.jpg,삼성,21,투수(우투우타),178cm/93kg,"[{'Year': '2005', 'Team': '삼성', 'ERA': '1.18', 'Win': '10', 'Lose': '1'}, {'Year': '2006', 'Team': '삼성', 'ERA': '1.59', 'Win': '4', 'Lose': '3'}, {'Year': '2007', 'Team': '삼성', 'ERA': '1.40', 'Win': '4', 'Lose': '4'}, {'Year': '2008', 'Team': '삼성', 'ERA': '1.40', 'Win': '1', 'Lose': '1'}, {'Year': '2009', 'Team': '삼성', 'ERA': '4.83', 'Win': '2', 'Lose': '2'}, {'Year': '2010', 'Team': '삼성', 'ERA': '4.50', 'Win': '0', 'Lose': '0'}, {'Year': '2011', 'Team': '삼성', 'ERA': '0.63', 'Win': '1', 'Lose': '0'}, {'Year': '2012', 'Team': '삼성', 'ERA': '1.94', 'Win': '2', 'Lose': '1'}, {'Year': '2013', 'Team': '삼성', 'ERA': '1.74', 'Win': '4', 'Lose': '1'}, {'Year': '2020', 'Team': '삼성', 'ERA': '2.64', 'Win': '3', 'Lose': '2'}, {'Year': '2021', 'Team': '삼성', 'ERA': '2.03', 'Win': '0', 'Lose': '2'}, {'Year': '2022', 'Team': '삼성', 'ERA': '3.32', 'Win': '6', 'Lose': '2'}, {'Year': '2023', 'Team': '삼성', 'ERA': '3.45', 'Win': '4', 'Lose': '5'}, {'Year': '2024', 'Team': '삼성', 'ERA': '4.91', 'Win': '3', 'Lose': '9'}, {'Year': '2025', 'Team': '삼성', 'ERA': '7.36', 'Win': '0', 'Lose': '0'}, {'ERA': '2.30', 'Win': '44', 'Lose': '33'}]"
오원석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50859.jpg,KT,47,투수(좌투좌타),182cm/80kg,"[{'Year': '2020', 'Team': 'SK', 'ERA': '5.59', 'Win': '0', 'Lose': '1'}, {'Year': '2021', 'Team': 'SSG', 'ERA': '5.89', 'Win': '7', 'Lose': '6'}, {'Year': '2022', 'Team': 'SSG', 'ERA': '4.50', 'Win': '6', 'Lose': '8'}, {'Year': '2023', 'Team': 'SSG', 'ERA': '5.23', 'Win': '8', 'Lose': '10'}, {'Year': '2024', 'Team': 'SSG', 'ERA': '5.03', 'Win': '6', 'Lose': '9'}, {'Year': '2025', 'Team': 'KT', 'ERA': '2.78', 'Win': '10', 'Lose': '3'}, {'ERA': '4.79', 'Win': '37', 'Lose': '37'}]"
올러,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55633.jpg,KIA,33,투수(우투우타),193cm/102kg,"[{'Year': '2025', 'Team': 'KIA', 'ERA': '3.03', 'Win': '8', 'Lose': '3'}, {'ERA': '3.03', 'Win': '8', 'Lose': '3'}]"
와이스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54755.jpg,한화,55,투수(우투우타),193cm/95kg,"[{'Year': '2024', 'Team': '한화', 'ERA': '3.73', 'Win': '5', 'Lose': '5'}, {'Year': '2025', 'Team': '한화', 'ERA': '3.25', 'Win': '9', 'Lose': '3'}, {'ERA': '3.48', 'Win': '14', 'Lose': '8'}]"
우규민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73117.jpg,KT,12,투수(우언우타),184cm/75kg,"[{'Year': '2004', 'Team': 'LG', 'ERA': '3.93', 'Win': '2', 'Lose': '1'}, {'Year': '2005', 'Team': 'LG', 'ERA': '1.17', 'Win': '1', 'Lose': '0'}, {'Year': '2006', 'Team': 'LG', 'ERA': '1.55', 'Win': '3', 'Lose': '4'}, {'Year': '2007', 'Team': 'LG', 'ERA': '2.65', 'Win': '5', 'Lose': '6'}, {'Year': '2008', 'Team': 'LG', 'ERA': '4.91', 'Win': '3', 'Lose': '7'}, {'Year': '2009', 'Team': 'LG', 'ERA': '5.70', 'Win': '0', 'Lose': '3'}, {'Year': '2012', 'Team': 'LG', 'ERA': '3.30', 'Win': '4', 'Lose': '4'}, {'Year': '2013', 'Team': 'LG', 'ERA': '3.91', 'Win': '10', 'Lose': '8'}, {'Year': '2014', 'Team': 'LG', 'ERA': '4.04', 'Win': '11', 'Lose': '5'}, {'Year': '2015', 'Team': 'LG', 'ERA': '3.42', 'Win': '11', 'Lose': '9'}, {'Year': '2016', 'Team': 'LG', 'ERA': '4.91', 'Win': '6', 'Lose': '11'}, {'Year': '2017', 'Team': '삼성', 'ERA': '5.21', 'Win': '7', 'Lose': '10'}, {'Year': '2018', 'Team': '삼성', 'ERA': '4.30', 'Win': '4', 'Lose': '1'}, {'Year': '2019', 'Team': '삼성', 'ERA': '2.75', 'Win': '2', 'Lose': '7'}, {'Year': '2020', 'Team': '삼성', 'ERA': '6.19', 'Win': '3', 'Lose': '3'}, {'Year': '2021', 'Team': '삼성', 'ERA': '3.31', 'Win': '3', 'Lose': '3'}, {'Year': '2022', 'Team': '삼성', 'ERA': '3.26', 'Win': '4', 'Lose': '3'}, {'Year': '2023', 'Team': '삼성', 'ERA': '4.81', 'Win': '3', 'Lose': '1'}, {'Year': '2024', 'Team': 'KT', 'ERA': '2.49', 'Win': '4', 'Lose': '1'}, {'Year': '2025', 'Team': 'KT', 'ERA': '2.43', 'Win': '1', 'Lose': '1'}, {'ERA': '3.87', 'Win': '87', 'Lose': '88'}]"
원종현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76118.jpg,키움,46,투수(우언우타),182cm/88kg,"[{'Year': '2014', 'Team': 'NC', 'ERA': '4.06', 'Win': '5', 'Lose': '3'}, {'Year': '2016', 'Team': 'NC', 'ERA': '3.18', 'Win': '3', 'Lose': '3'}, {'Year': '2017', 'Team': 'NC', 'ERA': '4.39', 'Win': '3', 'Lose': '6'}, {'Year': '2018', 'Team': 'NC', 'ERA': '5.18', 'Win': '3', 'Lose': '6'}, {'Year': '2019', 'Team': 'NC', 'ERA': '3.90', 'Win': '3', 'Lose': '3'}, {'Year': '2020', 'Team': 'NC', 'ERA': '4.26', 'Win': '3', 'Lose': '5'}, {'Year': '2021', 'Team': 'NC', 'ERA': '4.25', 'Win': '2', 'Lose': '2'}, {'Year': '2022', 'Team': 'NC', 'ERA': '2.98', 'Win': '5', 'Lose': '0'}, {'Year': '2023', 'Team': '키움', 'ERA': '5.79', 'Win': '1', 'Lose': '1'}, {'Year': '2024', 'Team': '키움', 'ERA': '4.91', 'Win': '0', 'Lose': '0'}, {'Year': '2025', 'Team': '키움', 'ERA': '4.59', 'Win': '0', 'Lose': '1'}, {'ERA': '4.12', 'Win': '28', 'Lose': '30'}]"
원태인,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69446.jpg,삼성,18,투수(우투우타),183cm/92kg,"[{'Year': '2019', 'Team': '삼성', 'ERA': '4.82', 'Win': '4', 'Lose': '8'}, {'Year': '2020', 'Team': '삼성', 'ERA': '4.89', 'Win': '6', 'Lose': '10'}, {'Year': '2021', 'Team': '삼성', 'ERA': '3.06', 'Win': '14', 'Lose': '7'}, {'Year': '2022', 'Team': '삼성', 'ERA': '3.92', 'Win': '10', 'Lose': '8'}, {'Year': '2023', 'Team': '삼성', 'ERA': '3.24', 'Win': '7', 'Lose': '7'}, {'Year': '2024', 'Team': '삼성', 'ERA': '3.66', 'Win': '15', 'Lose': '6'}, {'Year': '2025', 'Team': '삼성', 'ERA': '3.13', 'Win': '6', 'Lose': '3'}, {'ERA': '3.80', 'Win': '62', 'Lose': '49'}]"
웰스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55348.jpg,키움,48,투수(좌투좌타),185cm/84kg,"[{'Year': '2025', 'Team': '키움', 'ERA': '3.38', 'Win': '1', 'Lose': '1'}, {'ERA': '3.38', 'Win': '1', 'Lose': '1'}]"
윤석원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52395.jpg,키움,95,투수(좌투좌타),185cm/81kg,"[{'Year': '2023', 'Team': '키움', 'ERA': '4.50', 'Win': '2', 'Lose': '0'}, {'Year': '2024', 'Team': '키움', 'ERA': '11.42', 'Win': '0', 'Lose': '1'}, {'Year': '2025', 'Team': '키움', 'ERA': '12.38', 'Win': '0', 'Lose': '0'}, {'ERA': '8.21', 'Win': '2', 'Lose': '1'}]"
윤영철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53613.jpg,KIA,13,투수(좌투좌타),187cm/87kg,"[{'Year': '2023', 'Team': 'KIA', 'ERA': '4.04', 'Win': '8', 'Lose': '7'}, {'Year': '2024', 'Team': 'KIA', 'ERA': '4.19', 'Win': '7', 'Lose': '4'}, {'Year': '2025', 'Team': 'KIA', 'ERA': '5.44', 'Win': '2', 'Lose': '6'}, {'ERA': '4.35', 'Win': '17', 'Lose': '17'}]"
이로운,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53892.jpg,SSG,92,투수(우투우타),185cm/105kg,"[{'Year': '2023', 'Team': 'SSG', 'ERA': '5.62', 'Win': '6', 'Lose': '1'}, {'Year': '2024', 'Team': 'SSG', 'ERA': '5.95', 'Win': '1', 'Lose': '3'}, {'Year': '2025', 'Team': 'SSG', 'ERA': '1.40', 'Win': '2', 'Lose': '4'}, {'ERA': '4.54', 'Win': '9', 'Lose': '8'}]"
이민석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52530.jpg,롯데,37,투수(우투우타),189cm/95kg,"[{'Year': '2022', 'Team': '롯데', 'ERA': '5.88', 'Win': '1', 'Lose': '1'}, {'Year': '2023', 'Team': '롯데', 'ERA': '0.00', 'Win': '0', 'Lose': '0'}, {'Year': '2024', 'Team': '롯데', 'ERA': '7.26', 'Win': '0', 'Lose': '2'}, {'Year': '2025', 'Team': '롯데', 'ERA': '4.17', 'Win': '2', 'Lose': '2'}, {'ERA': '5.50', 'Win': '3', 'Lose': '5'}]"
