Player_name,Img,Team,Back_no,Position,Height/Weight,Record
이승현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51454.jpg,삼성,57,투수(좌투좌타),183cm/102kg,"[{'Year': '2021', 'Team': '삼성', 'ERA': '5.26', 'Win': '1', 'Lose': '4'}, {'Year': '2022', 'Team': '삼성', 'ERA': '4.53', 'Win': '2', 'Lose': '4'}, {'Year': '2023', 'Team': '삼성', 'ERA': '4.98', 'Win': '1', 'Lose': '5'}, {'Year': '2024', 'Team': '삼성', 'ERA': '4.23', 'Win': '6', 'Lose': '4'}, {'Year': '2025', 'Team': '삼성', 'ERA': '4.72', 'Win': '4', 'Lose': '7'}, {'ERA': '4.65', 'Win': '14', 'Lose': '24'}]"
이영하,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66291.jpg,두산,50,투수(우투우타),192cm/91kg,"[{'Year': '2017', 'Team': '두산', 'ERA': '5.55', 'Win': '3', 'Lose': '3'}, {'Year': '2018', 'Team': '두산', 'ERA': '5.28', 'Win': '10', 'Lose': '3'}, {'Year': '2019', 'Team': '두산', 'ERA': '3.64', 'Win': '17', 'Lose': '4'}, {'Year': '2020', 'Team': '두산', 'ERA': '4.64', 'Win': '5', 'Lose': '11'}, {'Year': '2021', 'Team': '두산', 'ERA': '6.29', 'Win': '5', 'Lose': '6'}, {'Year': '2022', 'Team': '두산', 'ERA': '4.93', 'Win': '6', 'Lose': '8'}, {'Year': '2023', 'Team': '두산', 'ERA': '5.49', 'Win': '5', 'Lose': '3'}, {'Year': '2024', 'Team': '두산', 'ERA': '3.99', 'Win': '5', 'Lose': '4'}, {'Year': '2025', 'Team': '두산', 'ERA': '3.48', 'Win': '4', 'Lose': '3'}, {'ERA': '4.70', 'Win': '60', 'Lose': '45'}]"
이우찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61145.jpg,LG,21,투수(좌투좌타),185cm/97kg,"[{'Year': '2016', 'Team': 'LG', 'ERA': '-', 'Win': '0', 'Lose': '0'}, {'Year': '2018', 'Team': 'LG', 'ERA': '54.00', 'Win': '0', 'Lose': '0'}, {'Year': '2019', 'Team': 'LG', 'ERA': '4.85', 'Win': '5', 'Lose': '4'}, {'Year': '2020', 'Team': 'LG', 'ERA': '11.57', 'Win': '0', 'Lose': '0'}, {'Year': '2021', 'Team': 'LG', 'ERA': '5.56', 'Win': '0', 'Lose': '1'}, {'Year': '2022', 'Team': 'LG', 'ERA': '1.81', 'Win': '5', 'Lose': '0'}, {'Year': '2023', 'Team': 'LG', 'ERA': '3.52', 'Win': '1', 'Lose': '3'}, {'Year': '2024', 'Team': 'LG', 'ERA': '8.82', 'Win': '3', 'Lose': '2'}, {'Year': '2025', 'Team': 'LG', 'ERA': '1.89', 'Win': '0', 'Lose': '1'}, {'ERA': '4.91', 'Win': '14', 'Lose': '11'}]"
임준형,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69113.jpg,KT,14,투수(좌투좌타),180cm/87kg,"[{'Year': '2021', 'Team': 'LG', 'ERA': '3.13', 'Win': '1', 'Lose': '0'}, {'Year': '2022', 'Team': 'LG', 'ERA': '6.00', 'Win': '1', 'Lose': '3'}, {'Year': '2024', 'Team': 'LG', 'ERA': '6.59', 'Win': '0', 'Lose': '0'}, {'Year': '2025', 'Team': 'KT', 'ERA': '4.70', 'Win': '0', 'Lose': '0'}, {'ERA': '5.09', 'Win': '2', 'Lose': '3'}]"
임찬규,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61101.jpg,LG,1,투수(우투우타),185cm/80kg,"[{'Year': '2011', 'Team': 'LG', 'ERA': '4.46', 'Win': '9', 'Lose': '6'}, {'Year': '2012', 'Team': 'LG', 'ERA': '4.53', 'Win': '1', 'Lose': '5'}, {'Year': '2013', 'Team': 'LG', 'ERA': '4.70', 'Win': '1', 'Lose': '1'}, {'Year': '2016', 'Team': 'LG', 'ERA': '6.51', 'Win': '3', 'Lose': '3'}, {'Year': '2017', 'Team': 'LG', 'ERA': '4.63', 'Win': '6', 'Lose': '10'}, {'Year': '2018', 'Team': 'LG', 'ERA': '5.77', 'Win': '11', 'Lose': '11'}, {'Year': '2019', 'Team': 'LG', 'ERA': '4.97', 'Win': '3', 'Lose': '5'}, {'Year': '2020', 'Team': 'LG', 'ERA': '4.08', 'Win': '10', 'Lose': '9'}, {'Year': '2021', 'Team': 'LG', 'ERA': '3.87', 'Win': '1', 'Lose': '8'}, {'Year': '2022', 'Team': 'LG', 'ERA': '5.04', 'Win': '6', 'Lose': '11'}, {'Year': '2023', 'Team': 'LG', 'ERA': '3.42', 'Win': '14', 'Lose': '3'}, {'Year': '2024', 'Team': 'LG', 'ERA': '3.83', 'Win': '10', 'Lose': '6'}, {'Year': '2025', 'Team': 'LG', 'ERA': '2.88', 'Win': '8', 'Lose': '3'}, {'ERA': '4.41', 'Win': '83', 'Lose': '81'}]"
장현식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63950.jpg,LG,50,투수(우투우타),181cm/91kg,"[{'Year': '2013', 'Team': 'NC', 'ERA': '13.50', 'Win': '0', 'Lose': '0'}, {'Year': '2015', 'Team': 'NC', 'ERA': '9.00', 'Win': '0', 'Lose': '0'}, {'Year': '2016', 'Team': 'NC', 'ERA': '4.48', 'Win': '1', 'Lose': '3'}, {'Year': '2017', 'Team': 'NC', 'ERA': '5.29', 'Win': '9', 'Lose': '9'}, {'Year': '2018', 'Team': 'NC', 'ERA': '7.43', 'Win': '3', 'Lose': '2'}, {'Year': '2019', 'Team': 'NC', 'ERA': '4.61', 'Win': '5', 'Lose': '4'}, {'Year': '2020', 'Team': 'KIA', 'ERA': '10.76', 'Win': '4', 'Lose': '4'}, {'Year': '2021', 'Team': 'KIA', 'ERA': '3.29', 'Win': '1', 'Lose': '5'}, {'Year': '2022', 'Team': 'KIA', 'ERA': '3.12', 'Win': '2', 'Lose': '3'}, {'Year': '2023', 'Team': 'KIA', 'ERA': '4.06', 'Win': '2', 'Lose': '2'}, {'Year': '2024', 'Team': 'KIA', 'ERA': '3.94', 'Win': '5', 'Lose': '4'}, {'Year': '2025', 'Team': 'LG', 'ERA': '2.92', 'Win': '0', 'Lose': '2'}, {'ERA': '4.83', 'Win': '32', 'Lose': '38'}]"
장현식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63950.jpg,LG,50,투수(우투우타),181cm/91kg,"[{'Year': '2013', 'Team': 'NC', 'ERA': '13.50', 'Win': '0', 'Lose': '0'}, {'Year': '2015', 'Team': 'NC', 'ERA': '9.00', 'Win': '0', 'Lose': '0'}, {'Year': '2016', 'Team': 'NC', 'ERA': '4.48', 'Win': '1', 'Lose': '3'}, {'Year': '2017', 'Team': 'NC', 'ERA': '5.29', 'Win': '9', 'Lose': '9'}, {'Year': '2018', 'Team': 'NC', 'ERA': '7.43', 'Win': '3', 'Lose': '2'}, {'Year': '2019', 'Team': 'NC', 'ERA': '4.61', 'Win': '5', 'Lose': '4'}, {'Year': '2020', 'Team': 'KIA', 'ERA': '10.76', 'Win': '4', 'Lose': '4'}, {'Year': '2021', 'Team': 'KIA', 'ERA': '3.29', 'Win': '1', 'Lose': '5'}, {'Year': '2022', 'Team': 'KIA', 'ERA': '3.12', 'Win': '2', 'Lose': '3'}, {'Year': '2023', 'Team': 'KIA', 'ERA': '4.06', 'Win': '2', 'Lose': '2'}, {'Year': '2024', 'Team': 'KIA', 'ERA': '3.94', 'Win': '5', 'Lose': '4'}, {'Year': '2025', 'Team': 'LG', 'ERA': '2.92', 'Win': '0', 'Lose': '2'}, {'ERA': '4.83', 'Win': '32', 'Lose': '38'}]"
잭로그,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55239.jpg,두산,39,투수(좌투좌타),183cm/84kg,"[{'Year': '2025', 'Team': '두산', 'ERA': '3.49', 'Win': '4', 'Lose': '7'}, {'ERA': '3.49', 'Win': '4', 'Lose': '7'}]"
전상현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66609.jpg,KIA,51,투수(우투우타),182cm/88kg,"[{'Year': '2016', 'Team': 'KIA', 'ERA': '8.10', 'Win': '0', 'Lose': '2'}, {'Year': '2018', 'Team': 'KIA', 'ERA': '6.10', 'Win': '0', 'Lose': '0'}, {'Year': '2019', 'Team': 'KIA', 'ERA': '3.12', 'Win': '1', 'Lose': '4'}, {'Year': '2020', 'Team': 'KIA', 'ERA': '2.45', 'Win': '2', 'Lose': '2'}, {'Year': '2021', 'Team': 'KIA', 'ERA': '3.46', 'Win': '1', 'Lose': '0'}, {'Year': '2022', 'Team': 'KIA', 'ERA': '3.30', 'Win': '5', 'Lose': '5'}, {'Year': '2023', 'Team': 'KIA', 'ERA': '2.15', 'Win': '8', 'Lose': '3'}, {'Year': '2024', 'Team': 'KIA', 'ERA': '4.09', 'Win': '10', 'Lose': '5'}, {'Year': '2025', 'Team': 'KIA', 'ERA': '3.86', 'Win': '6', 'Lose': '2'}, {'ERA': '3.45', 'Win': '33', 'Lose': '23'}]"
전영준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52809.jpg,SSG,65,투수(우투우타),190cm/100kg,"[{'Year': '2022', 'Team': 'SSG', 'ERA': '7.20', 'Win': '0', 'Lose': '0'}, {'Year': '2025', 'Team': 'SSG', 'ERA': '4.26', 'Win': '0', 'Lose': '3'}, {'ERA': '4.75', 'Win': '0', 'Lose': '3'}]"
정철원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68242.jpg,롯데,65,투수(우투우타),192cm/95kg,"[{'Year': '2022', 'Team': '두산', 'ERA': '3.10', 'Win': '4', 'Lose': '3'}, {'Year': '2023', 'Team': '두산', 'ERA': '3.96', 'Win': '7', 'Lose': '6'}, {'Year': '2024', 'Team': '두산', 'ERA': '6.40', 'Win': '2', 'Lose': '1'}, {'Year': '2025', 'Team': '롯데', 'ERA': '4.95', 'Win': '4', 'Lose': '1'}, {'ERA': '4.22', 'Win': '17', 'Lose': '11'}]"
정해영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50662.jpg,KIA,62,투수(우투우타),189cm/98kg,"[{'Year': '2020', 'Team': 'KIA', 'ERA': '3.29', 'Win': '5', 'Lose': '4'}, {'Year': '2021', 'Team': 'KIA', 'ERA': '2.20', 'Win': '5', 'Lose': '4'}, {'Year': '2022', 'Team': 'KIA', 'ERA': '3.38', 'Win': '3', 'Lose': '7'}, {'Year': '2023', 'Team': 'KIA', 'ERA': '2.92', 'Win': '3', 'Lose': '4'}, {'Year': '2024', 'Team': 'KIA', 'ERA': '2.49', 'Win': '2', 'Lose': '3'}, {'Year': '2025', 'Team': 'KIA', 'ERA': '2.91', 'Win': '2', 'Lose': '3'}, {'ERA': '2.82', 'Win': '20', 'Lose': '25'}]"
정현우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55313.jpg,키움,13,투수(좌투좌타),181cm/91kg,"[{'Year': '2025', 'Team': '키움', 'ERA': '3.57', 'Win': '2', 'Lose': '3'}, {'ERA': '3.57', 'Win': '2', 'Lose': '3'}]"
조동욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54768.jpg,한화,68,투수(좌투좌타),190cm/82kg,"[{'Year': '2024', 'Team': '한화', 'ERA': '6.37', 'Win': '1', 'Lose': '2'}, {'Year': '2025', 'Team': '한화', 'ERA': '3.38', 'Win': '1', 'Lose': '0'}, {'ERA': '5.00', 'Win': '2', 'Lose': '2'}]"
조병현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51897.jpg,SSG,19,투수(우투우타),182cm/90kg,"[{'Year': '2021', 'Team': 'SSG', 'ERA': '8.10', 'Win': '0', 'Lose': '0'}, {'Year': '2024', 'Team': 'SSG', 'ERA': '3.58', 'Win': '4', 'Lose': '6'}, {'Year': '2025', 'Team': 'SSG', 'ERA': '1.35', 'Win': '4', 'Lose': '1'}, {'ERA': '3.08', 'Win': '8', 'Lose': '7'}]"
조상우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63342.jpg,KIA,11,투수(우투우타),186cm/97kg,"[{'Year': '2013', 'Team': '넥센', 'ERA': '4.50', 'Win': '0', 'Lose': '0'}, {'Year': '2014', 'Team': '넥센', 'ERA': '2.47', 'Win': '6', 'Lose': '2'}, {'Year': '2015', 'Team': '넥센', 'ERA': '3.09', 'Win': '8', 'Lose': '5'}, {'Year': '2017', 'Team': '넥센', 'ERA': '4.87', 'Win': '5', 'Lose': '3'}, {'Year': '2018', 'Team': '넥센', 'ERA': '3.79', 'Win': '1', 'Lose': '2'}, {'Year': '2019', 'Team': '키움', 'ERA': '2.66', 'Win': '2', 'Lose': '4'}, {'Year': '2020', 'Team': '키움', 'ERA': '2.15', 'Win': '5', 'Lose': '3'}, {'Year': '2021', 'Team': '키움', 'ERA': '3.48', 'Win': '6', 'Lose': '5'}, {'Year': '2024', 'Team': '키움', 'ERA': '3.18', 'Win': '0', 'Lose': '1'}, {'Year': '2025', 'Team': 'KIA', 'ERA': '3.92', 'Win': '3', 'Lose': '5'}, {'ERA': '3.18', 'Win': '36', 'Lose': '30'}]"
조영건,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69360.jpg,키움,20,투수(우투우타),180cm/85kg,"[{'Year': '2019', 'Team': '키움', 'ERA': '81.00', 'Win': '0', 'Lose': '1'}, {'Year': '2020', 'Team': '키움', 'ERA': '5.28', 'Win': '3', 'Lose': '3'}, {'Year': '2021', 'Team': '키움', 'ERA': '0.00', 'Win': '0', 'Lose': '0'}, {'Year': '2023', 'Team': '키움', 'ERA': '0.00', 'Win': '0', 'Lose': '0'}, {'Year': '2024', 'Team': '키움', 'ERA': '8.01', 'Win': '2', 'Lose': '1'}, {'Year': '2025', 'Team': '키움', 'ERA': '6.53', 'Win': '2', 'Lose': '4'}, {'ERA': '6.33', 'Win': '7', 'Lose': '9'}]"
주현상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65707.jpg,한화,66,투수(우투우타),177cm/92kg,"[{'Year': '2021', 'Team': '한화', 'ERA': '3.58', 'Win': '2', 'Lose': '2'}, {'Year': '2022', 'Team': '한화', 'ERA': '6.83', 'Win': '0', 'Lose': '1'}, {'Year': '2023', 'Team': '한화', 'ERA': '1.96', 'Win': '2', 'Lose': '2'}, {'Year': '2024', 'Team': '한화', 'ERA': '2.65', 'Win': '8', 'Lose': '4'}, {'Year': '2025', 'Team': '한화', 'ERA': '4.94', 'Win': '1', 'Lose': '1'}, {'ERA': '3.77', 'Win': '13', 'Lose': '10'}]"
최성영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66920.jpg,NC,26,투수(좌투좌타),180cm/85kg,"[{'Year': '2016', 'Team': 'NC', 'ERA': '1.93', 'Win': '0', 'Lose': '0'}, {'Year': '2017', 'Team': 'NC', 'ERA': '9.53', 'Win': '0', 'Lose': '0'}, {'Year': '2018', 'Team': 'NC', 'ERA': '5.88', 'Win': '2', 'Lose': '2'}, {'Year': '2019', 'Team': 'NC', 'ERA': '3.94', 'Win': '4', 'Lose': '1'}, {'Year': '2020', 'Team': 'NC', 'ERA': '6.08', 'Win': '2', 'Lose': '4'}, {'Year': '2023', 'Team': 'NC', 'ERA': '4.86', 'Win': '5', 'Lose': '4'}, {'Year': '2024', 'Team': 'NC', 'ERA': '5.79', 'Win': '2', 'Lose': '0'}, {'Year': '2025', 'Team': 'NC', 'ERA': '5.55', 'Win': '2', 'Lose': '2'}, {'ERA': '5.32', 'Win': '17', 'Lose': '13'}]"
최승용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51264.jpg,두산,28,투수(좌투좌타),190cm/87kg,"[{'Year': '2021', 'Team': '두산', 'ERA': '3.93', 'Win': '0', 'Lose': '0'}, {'Year': '2022', 'Team': '두산', 'ERA': '5.30', 'Win': '3', 'Lose': '7'}, {'Year': '2023', 'Team': '두산', 'ERA': '3.97', 'Win': '3', 'Lose': '6'}, {'Year': '2024', 'Team': '두산', 'ERA': '6.00', 'Win': '2', 'Lose': '0'}, {'Year': '2025', 'Team': '두산', 'ERA': '4.73', 'Win': '5', 'Lose': '5'}, {'ERA': '4.70', 'Win': '13', 'Lose': '18'}]"
최원준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67263.jpg,두산,61,투수(우언우타),182cm/91kg,"[{'Year': '2018', 'Team': '두산', 'ERA': '10.61', 'Win': '0', 'Lose': '0'}, {'Year': '2019', 'Team': '두산', 'ERA': '2.65', 'Win': '1', 'Lose': '2'}, {'Year': '2020', 'Team': '두산', 'ERA': '3.80', 'Win': '10', 'Lose': '2'}, {'Year': '2021', 'Team': '두산', 'ERA': '3.30', 'Win': '12', 'Lose': '4'}, {'Year': '2022', 'Team': '두산', 'ERA': '3.60', 'Win': '8', 'Lose': '13'}, {'Year': '2023', 'Team': '두산', 'ERA': '4.93', 'Win': '3', 'Lose': '10'}, {'Year': '2024', 'Team': '두산', 'ERA': '6.46', 'Win': '6', 'Lose': '7'}, {'Year': '2025', 'Team': '두산', 'ERA': '4.82', 'Win': '0', 'Lose': '6'}, {'ERA': '4.27', 'Win': '40', 'Lose': '44'}]"
최원태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65320.jpg,삼성,3,투수(우투우타),184cm/104kg,"[{'Year': '2016', 'Team': '넥센', 'ERA': '7.23', 'Win': '2', 'Lose': '3'}, {'Year': '2017', 'Team': '넥센', 'ERA': '4.46', 'Win': '11', 'Lose': '7'}, {'Year': '2018', 'Team': '넥센', 'ERA': '3.95', 'Win': '13', 'Lose': '7'}, {'Year': '2019', 'Team': '키움', 'ERA': '3.38', 'Win': '11', 'Lose': '5'}, {'Year': '2020', 'Team': '키움', 'ERA': '5.07', 'Win': '7', 'Lose': '6'}, {'Year': '2021', 'Team': '키움', 'ERA': '4.58', 'Win': '9', 'Lose': '11'}, {'Year': '2022', 'Team': '키움', 'ERA': '3.75', 'Win': '7', 'Lose': '5'}, {'Year': '2023', 'Team': 'LG', 'ERA': '4.30', 'Win': '9', 'Lose': '7'}, {'Year': '2024', 'Team': 'LG', 'ERA': '4.26', 'Win': '9', 'Lose': '7'}, {'Year': '2025', 'Team': '삼성', 'ERA': '4.91', 'Win': '5', 'Lose': '4'}, {'ERA': '4.40', 'Win': '83', 'Lose': '62'}]"
최준용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50556.jpg,롯데,56,투수(우투우타),185cm/85kg,"[{'Year': '2020', 'Team': '롯데', 'ERA': '4.85', 'Win': '0', 'Lose': '2'}, {'Year': '2021', 'Team': '롯데', 'ERA': '2.85', 'Win': '4', 'Lose': '2'}, {'Year': '2022', 'Team': '롯데', 'ERA': '4.06', 'Win': '3', 'Lose': '4'}, {'Year': '2023', 'Team': '롯데', 'ERA': '2.45', 'Win': '2', 'Lose': '3'}, {'Year': '2024', 'Team': '롯데', 'ERA': '5.40', 'Win': '1', 'Lose': '2'}, {'Year': '2025', 'Team': '롯데', 'ERA': '5.04', 'Win': '1', 'Lose': '2'}, {'ERA': '3.83', 'Win': '11', 'Lose': '15'}]"
최지민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52639.jpg,KIA,39,투수(좌투좌타),185cm/100kg,"[{'Year': '2022', 'Team': 'KIA', 'ERA': '13.50', 'Win': '0', 'Lose': '0'}, {'Year': '2023', 'Team': 'KIA', 'ERA': '2.12', 'Win': '6', 'Lose': '3'}, {'Year': '2024', 'Team': 'KIA', 'ERA': '5.09', 'Win': '3', 'Lose': '3'}, {'Year': '2025', 'Team': 'KIA', 'ERA': '5.52', 'Win': '2', 'Lose': '3'}, {'ERA': '4.29', 'Win': '11', 'Lose': '9'}]"
치리노스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55146.jpg,LG,46,투수(우투우타),188cm/102kg,"[{'Year': '2025', 'Team': 'LG', 'ERA': '3.49', 'Win': '7', 'Lose': '4'}, {'ERA': '3.49', 'Win': '7', 'Lose': '4'}]"
콜어빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55257.jpg,두산,57,투수(좌투좌타),193cm/102kg,"[{'Year': '2025', 'Team': '두산', 'ERA': '4.46', 'Win': '6', 'Lose': '7'}, {'ERA': '4.46', 'Win': '6', 'Lose': '7'}]"
쿠에바스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69032.jpg,KT,32,투수(우투양타),188cm/98kg,"[{'Year': '2019', 'Team': 'KT', 'ERA': '3.62', 'Win': '13', 'Lose': '10'}, {'Year': '2020', 'Team': 'KT', 'ERA': '4.10', 'Win': '10', 'Lose': '8'}, {'Year': '2021', 'Team': 'KT', 'ERA': '4.12', 'Win': '9', 'Lose': '5'}, {'Year': '2022', 'Team': 'KT', 'ERA': '2.45', 'Win': '1', 'Lose': '0'}, {'Year': '2023', 'Team': 'KT', 'ERA': '2.60', 'Win': '12', 'Lose': '0'}, {'Year': '2024', 'Team': 'KT', 'ERA': '4.10', 'Win': '7', 'Lose': '12'}, {'Year': '2025', 'Team': 'KT', 'ERA': '5.23', 'Win': '3', 'Lose': '9'}, {'ERA': '3.90', 'Win': '55', 'Lose': '44'}]"
폰세,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55730.jpg,한화,30,투수(우투우타),198cm/115kg,"[{'Year': '2025', 'Team': '한화', 'ERA': '1.95', 'Win': '11', 'Lose': '0'}, {'ERA': '1.95', 'Win': '11', 'Lose': '0'}]"
하영민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64350.jpg,키움,50,투수(우투우타),183cm/74kg,"[{'Year': '2014', 'Team': '넥센', 'ERA': '7.22', 'Win': '3', 'Lose': '5'}, {'Year': '2015', 'Team': '넥센', 'ERA': '7.53', 'Win': '2', 'Lose': '0'}, {'Year': '2016', 'Team': '넥센', 'ERA': '3.14', 'Win': '1', 'Lose': '1'}, {'Year': '2017', 'Team': '넥센', 'ERA': '4.76', 'Win': '1', 'Lose': '1'}, {'Year': '2018', 'Team': '넥센', 'ERA': '7.71', 'Win': '0', 'Lose': '2'}, {'Year': '2022', 'Team': '키움', 'ERA': '3.43', 'Win': '5', 'Lose': '3'}, {'Year': '2023', 'Team': '키움', 'ERA': '4.64', 'Win': '3', 'Lose': '1'}, {'Year': '2024', 'Team': '키움', 'ERA': '4.37', 'Win': '9', 'Lose': '8'}, {'Year': '2025', 'Team': '키움', 'ERA': '4.93', 'Win': '6', 'Lose': '8'}, {'ERA': '5.05', 'Win': '30', 'Lose': '29'}]"
헤이수스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54354.jpg,KT,65,투수(좌투좌타),192cm/104kg,"[{'Year': '2024', 'Team': '키움', 'ERA': '3.68', 'Win': '13', 'Lose': '11'}, {'Year': '2025', 'Team': 'KT', 'ERA': '3.30', 'Win': '6', 'Lose': '6'}, {'ERA': '3.55', 'Win': '19', 'Lose': '17'}]"
홍건희,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61643.jpg,두산,17,투수(우투우타),187cm/97kg,"[{'Year': '2011', 'Team': 'KIA', 'ERA': '6.75', 'Win': '0', 'Lose': '0'}, {'Year': '2015', 'Team': 'KIA', 'ERA': '6.04', 'Win': '2', 'Lose': '5'}, {'Year': '2016', 'Team': 'KIA', 'ERA': '4.98', 'Win': '4', 'Lose': '4'}, {'Year': '2017', 'Team': 'KIA', 'ERA': '6.41', 'Win': '1', 'Lose': '1'}, {'Year': '2018', 'Team': 'KIA', 'ERA': '10.26', 'Win': '0', 'Lose': '1'}, {'Year': '2019', 'Team': 'KIA', 'ERA': '7.16', 'Win': '2', 'Lose': '9'}, {'Year': '2020', 'Team': '두산', 'ERA': '4.98', 'Win': '3', 'Lose': '4'}, {'Year': '2021', 'Team': '두산', 'ERA': '2.78', 'Win': '6', 'Lose': '6'}, {'Year': '2022', 'Team': '두산', 'ERA': '3.48', 'Win': '2', 'Lose': '9'}, {'Year': '2023', 'Team': '두산', 'ERA': '3.06', 'Win': '1', 'Lose': '5'}, {'Year': '2024', 'Team': '두산', 'ERA': '2.73', 'Win': '4', 'Lose': '3'}, {'Year': '2025', 'Team': '두산', 'ERA': '8.44', 'Win': '0', 'Lose': '0'}, {'ERA': '4.92', 'Win': '25', 'Lose': '47'}]"
홍민기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50596.jpg,롯데,38,투수(좌투좌타),185cm/85kg,"[{'Year': '2021', 'Team': '롯데', 'ERA': '27.00', 'Win': '0', 'Lose': '0'}, {'Year': '2024', 'Team': '롯데', 'ERA': '12.27', 'Win': '0', 'Lose': '0'}, {'Year': '2025', 'Team': '롯데', 'ERA': '1.26', 'Win': '0', 'Lose': '0'}, {'ERA': '3.93', 'Win': '0', 'Lose': '0'}]"
화이트,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55855.jpg,SSG,55,투수(우투우타),190cm/95kg,"[{'Year': '2025', 'Team': 'SSG', 'ERA': '2.65', 'Win': '6', 'Lose': '3'}, {'ERA': '2.65', 'Win': '6', 'Lose': '3'}]"
황준서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54729.jpg,한화,29,투수(좌투좌타),185cm/78kg,"[{'Year': '2024', 'Team': '한화', 'ERA': '5.38', 'Win': '2', 'Lose': '8'}, {'Year': '2025', 'Team': '한화', 'ERA': '3.71', 'Win': '1', 'Lose': '3'}, {'ERA': '4.93', 'Win': '3', 'Lose': '11'}]"
후라도,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53375.jpg,삼성,75,투수(우투우타),188cm/109kg,"[{'Year': '2023', 'Team': '키움', 'ERA': '2.65', 'Win': '11', 'Lose': '8'}, {'Year': '2024', 'Team': '키움', 'ERA': '3.36', 'Win': '10', 'Lose': '8'}, {'Year': '2025', 'Team': '삼성', 'ERA': '2.69', 'Win': '8', 'Lose': '6'}, {'ERA': '2.94', 'Win': '29', 'Lose': '22'}]"